id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2056514,https://www.airbnb.com/rooms/2056514,20250927041820,2025-09-28,previous scrape,Acogedor departamento en Coyoacán,"Flanked by a tree that is almost an extension of the stay, and flooded all day by light, in the apartment you enjoy calm, away from the hustle and bustle of downtown Coyoacán but within walking distance of all the attractions of the neighborhood",,https://a0.muscache.com/pictures/441a0601-d9c4-4efe-93e2-b5a6781c4923.jpg,10531228,https://www.airbnb.com/users/show/10531228,Maria,2013-12-09,"Mexico City, Mexico","",N/A,N/A,0%,f,https://a0.muscache.com/im/users/10531228/profile_pic/1387063773/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10531228/profile_pic/1387063773/original.jpg?aki_policy=profile_x_medium,Coyoacán,3,7,['phone'],t,f,,Coyoacán,,19.35711,-99.16049,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Kitchen"", ""Stove"", ""Free street parking"", ""Oven"", ""Shampoo"", ""Iron"", ""Hangers"", ""Essentials"", ""Smoking allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher""]",,30,1125,30,30,1125,1125,30.0,1125.0,,,0,0,0,0,2025-09-28,46,0,0,0,1,0,,2015-08-03,2024-01-20,4.93,4.98,4.89,4.98,5.0,5.0,4.91,,f,3,3,0,0,0.37
2056622,https://www.airbnb.com/rooms/2056622,20250927041820,2025-09-28,previous scrape,Cómodo y espacioso loft en Coyoacán,"Using simple and traditional materials such as wood, adobe and brick, the loft has 2 levels and a design that accentuates the spaciousness of the space, natural lighting and the warmth of coexistence. <br /><br />Located a few minutes walk to the places that make Coyoacán a must-see in Mexico City, loft guests can enjoy museums, parks, artisanal centers, culture houses, and colonial monuments. A city in itself, Coyoacán is exceptional.",,https://a0.muscache.com/pictures/19309275-a5a7-4725-b15c-769c60882755.jpg,10531228,https://www.airbnb.com/users/show/10531228,Maria,2013-12-09,"Mexico City, Mexico","",N/A,N/A,0%,f,https://a0.muscache.com/im/users/10531228/profile_pic/1387063773/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10531228/profile_pic/1387063773/original.jpg?aki_policy=profile_x_medium,Coyoacán,3,7,['phone'],t,f,,Coyoacán,,19.35585,-99.16315,Entire loft,Entire home/apt,3,,1 bath,1,,"[""Shampoo"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Hangers"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free street parking"", ""Refrigerator""]",,2,1125,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2025-09-28,15,0,0,0,2,0,,2016-09-13,2024-03-02,4.93,4.93,5.0,4.93,5.0,5.0,4.87,,f,3,3,0,0,0.14
2056638,https://www.airbnb.com/rooms/2056638,20250927041820,2025-09-28,previous scrape,Amplio y luminoso loft en Coyoacán,"Comfortable two-story loft beautifully located in a neighborhood that is enjoyed, above all, on foot. Steps from the market, Coyoacan Viveros National Park, the Frida Kahlo and Leon Trotsky Museums, and downtown Coyoacan.",,https://a0.muscache.com/pictures/28353712/43792093_original.jpg,10531228,https://www.airbnb.com/users/show/10531228,Maria,2013-12-09,"Mexico City, Mexico","",N/A,N/A,0%,f,https://a0.muscache.com/im/users/10531228/profile_pic/1387063773/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10531228/profile_pic/1387063773/original.jpg?aki_policy=profile_x_medium,Coyoacán,3,7,['phone'],t,f,,Coyoacán,,19.35353,-99.16299,Entire loft,Entire home/apt,3,,1.5 baths,1,,"[""Shampoo"", ""Kitchen"", ""Essentials"", ""Cooking basics"", ""Hangers"", ""Wifi"", ""Fire extinguisher""]",,28,1125,28,28,1125,1125,28.0,1125.0,,,0,0,0,0,2025-09-28,21,0,0,0,0,0,,2014-01-03,2018-06-24,4.95,4.71,4.95,5.0,4.95,5.0,4.86,,f,3,3,0,0,0.15
2072354,https://www.airbnb.com/rooms/2072354,20250927041820,2025-09-28,city scrape,Coyoacan Historic Studio Apartment,"This studio flat is adjacent to the owner's home. is very charming and comfortable for one or two persons on the first floor offering a kitchenette with sink, stove, frigobar, microwave, crockery and utensils. A flat TV. Dishwashing soap provided","Located in Coyoacan, in a quiet neighborhood with colonial mansions, art galleries, museums, shops and restaurants surrounding charming squares. Near Frida Kahlo Museum and Leon trostky House, 10 minute walk.",https://a0.muscache.com/pictures/369f3371-593a-441d-ad30-7f82f7899aed.jpg,16840050,https://www.airbnb.com/users/show/16840050,Mónica,2014-06-16,"Mexico City, Mexico","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/635c8ec3-e3c1-49e4-ad08-61aca30c2286.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/635c8ec3-e3c1-49e4-ad08-61aca30c2286.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Coyoacán,,19.35358,-99.16948,Entire guest suite,Entire home/apt,2,1.0,1 bath,1,1,"[""Private entrance"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Mosquito net"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Host greets you"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Portable heater"", ""Shared backyard"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Clothing storage: closet"", ""Outdoor shower"", ""Dishes and silverware"", ""Mini fridge""]",$748.00,3,120,3,3,120,120,3.0,120.0,,t,1,17,47,322,2025-09-28,63,2,0,52,2,12,8976,2014-01-01,2024-11-03,4.84,4.9,4.89,4.94,5.0,4.94,4.84,,f,2,2,0,0,0.44
2075738,https://www.airbnb.com/rooms/2075738,20250927041820,2025-09-28,city scrape,Amazing apartment Mexico City!!!,"About this space<br /><br />Experience the charm of Colonia Roma in this stunning loft apartment, ideally situated in one of Mexico City’s most vibrant neighborhoods. Perfect for both leisure and business travelers, this stylish space combines modern comfort with a trendy urban vibe. Enjoy easy access to art galleries, boutique shops, and some of the city's best bars and restaurants, all while staying in a neighborhood celebrated for its historical mansions and cultural centers.","Colonia Roma is a vibrant and historic neighborhood located in Mexico City, known for its rich cultural heritage, artistic atmosphere, and unique urban charm. Here are some key characteristics and features of Colonia Roma:<br /><br />Architecture: Colonia Roma is renowned for its eclectic architectural styles. You can find a mix of Art Nouveau, Art Deco, neoclassical, and modernist buildings, which give the neighborhood a distinctive and visually appealing character. Many of these buildings have been beautifully restored, adding to the neighborhood's aesthetic appeal.<br /><br />Cultural Hub: The neighborhood has long been a hub for artists, musicians, writers, and intellectuals. You'll find numerous art galleries, theaters, bookshops, and cultural centers throughout the area. These spaces contribute to the neighborhood's creative and bohemian atmosphere.<br /><br />Parks and Green Spaces: Colonia Roma is home to several parks and green spaces, including the lush Parque México and Parq",https://a0.muscache.com/pictures/9bedfd3a-b557-4c3c-a971-10e181fd522c.jpg,2339771,https://www.airbnb.com/users/show/2339771,Rodrigo,2012-05-10,"Mexico City, Mexico"," I'm a Mexican filmmaker. 

Cheers,

Rodrigo 
",within a few hours,80%,89%,t,https://a0.muscache.com/im/pictures/user/a0d68189-0c1b-442f-b7f7-099a571cf2bf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0d68189-0c1b-442f-b7f7-099a571cf2bf.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.41909,-99.16043,Entire loft,Entire home/apt,2,2.0,2 baths,1,1,"[""Air conditioning"", ""Self check-in"", ""Heating"", ""Dining table"", ""Elevator"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Cleaning products"", ""Lockbox"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""BBQ grill"", ""Coffee"", ""Bed linens"", ""Essentials"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Cooking basics"", ""Dryer""]","$2,471.00",3,30,1,3,30,30,3.0,30.0,,t,10,26,45,320,2025-09-28,116,14,1,50,19,84,207564,2014-02-05,2025-09-03,4.89,4.91,4.75,4.92,4.87,4.99,4.84,,f,1,1,0,0,0.82
2083241,https://www.airbnb.com/rooms/2083241,20250927041820,2025-09-28,city scrape,Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,"This newly redecorated (after these photos were taken) one bedroom loft style apartment is an addition to a 1920s landmarked Art Nouveau mansion. It has large shared outdoor areas and is in a safe tree lined park filled area with lots of restaurant and shopping options.<br /><br />The mansion is a pleasant 15 minute walk from the museums in the Bosque de Chapultepec (Museo de Arte Moderno, Museo Tamayo, Castillo de Chapultepec, the world famous Museo de Antropologia e Historia, etc.)  A pleseant 3 minute walk from Parque Mexico and Parque Espana.  2 blocks from Palacio de Hierro department store.  Well connected to subway and metrobus lines.  There's a large supermarket 2 blocks away as well.  Everything you'll need from shopping to dinning or entertainment, is conveniently near as well as upscale gyms and yoga schools.  The house is an oasis of tranquility in the middle of a bustling, exciting city.  A perfect place to rest and recharge your batteries after work or sightseeing.<br /><","Stroll in Parque Mexico and Parque Espana, just 3 minutes from this apartment on the border of the trendy Condesa and Roma districts. These safe, attractive neighborhoods boast tree-lined streets, fountains, and many dining and shopping options.",https://a0.muscache.com/pictures/miso/Hosting-2083241/original/a271d265-7818-4678-9da2-94671d338150.jpeg,8282570,https://www.airbnb.com/users/show/8282570,Thomas,2013-08-20,"Mexico City, Mexico","HI!  I'm from New York.  Came to Mexico 20 years ago to play French Horn in the orchestra here.  Loved the country (still do), hated the orchestras.  I've been giving voice lessons for about the last 15 years.  Mostly musical comedy.  I'm home oriented, love to cook.  Do lots of yoga.  Love to be a tour guide to help people explore this amazing city.",within an hour,100%,98%,,https://a0.muscache.com/im/users/8282570/profile_pic/1377028952/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8282570/profile_pic/1377028952/original.jpg?aki_policy=profile_x_medium,Roma Norte,7,7,"['email', 'phone']",t,t,"Mexico City, DF, Mexico",Cuauhtémoc,,19.4153,-99.16763,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Shared backyard \u2013 Fully fenced"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Body soap"", ""Kitchen"", ""Stove"", ""Host greets you"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]","$1,505.00",3,1125,3,3,1125,1125,3.0,1125.0,,t,23,49,79,259,2025-09-28,331,19,0,84,27,114,171570,2014-10-03,2025-06-30,4.93,4.91,4.94,4.99,4.99,4.94,4.89,,f,3,3,0,0,2.47
2084093,https://www.airbnb.com/rooms/2084093,20250927041820,2025-09-27,city scrape,5 min from CDMX´s airport,Private apartment ideal to rest in a layover. Very close to CDMX Airport. We offer on demand food for our guests at a low price. We can offer you tours to  many locations in Mexico City or around with special prices to our guests.,"Excelent location, very close to the international area of Mexico City´s airport (Terminal 1). The neighbors have lived there since the 60´s.",https://a0.muscache.com/pictures/6ffdc11a-8886-4eba-b235-2799d0cb46ef.jpg,10644799,https://www.airbnb.com/users/show/10644799,Benito,2013-12-15,"Ciudad de México, Mexico",Nos gusta viajar y conocer otras culturas. ,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/7912dcc2-1bed-4b1e-8756-9c259a1ea6ca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7912dcc2-1bed-4b1e-8756-9c259a1ea6ca.jpg?aki_policy=profile_x_medium,Pensador mexicano,6,7,"['email', 'phone']",t,t,"Pensador Mexicano, Ciudad de México, Mexico",Venustiano Carranza,,19.43949,-99.08769,Entire loft,Entire home/apt,3,1.0,1 bath,1,2,"[""Private entrance"", ""Self check-in"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Paid parking lot on premises \u2013 1 space"", ""Stove"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Bathtub"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""HDTV with standard cable"", ""Dishes and silverware"", ""Cooking basics"", ""Mini fridge""]",$474.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,87,346,2025-09-27,632,9,3,92,15,54,25596,2014-09-05,2025-09-16,4.53,4.73,4.68,4.81,4.78,4.63,4.61,,t,6,2,4,0,4.69
2094427,https://www.airbnb.com/rooms/2094427,20250927041820,2025-09-28,city scrape,Polanco Concept Studio Loft...,"This brand new renewed studio (35m2) is the best place to stay on a business trip or for a short stay. It has all you need to feel comfortable in a small place! It has two separate spaces to be in....good size bedroom and dinning room w/kitchen.<br />There is an inside parking space in the same building, upon request with additional cost per day/week.<br />HAY 1 ESTACIONAMIENTO DISPONIBLE EN MISMO EDIFICIO, PERO TIENE QUE SER SOLICITADO PREVIAMENTE PARA DISPONIBILIDAD. TIENE COSTO ADICIONAL 10 USDxDIA","Polanco is a great neighborhood to walk by.<br />There are lots of good restaurants, bars, shopping centers (Antara) and metro station...(Polanco Station is two blocks away).<br /><br />Polanco is a business and embassies district and of course the best museums in town are located there.<br />If you enjoy jogging you can take a look to Chapultepec park or a track in Ghandi Avenue. <br /><br />Polanco is a great neighborhood for walking, everything is on hand and has restaurants of all kinds, bars and shopping centers (Antara and Carso). The apartment is just a two block walk from the Polanco subway.<br />The elbow is a district where there are many businesses, embassies and of course the best museums as well.<br />If you like to run and exercise you can go to Chapultepec park or the track on Av. Ghandi where you can find regular runners and yogis.<br />On weekends you can bike, we provide you with an ECOBICI card that is a city bike rental program.",https://a0.muscache.com/pictures/a50f9e00-e5b6-4bbc-8e14-85e3c86e6aa2.jpg,3675629,https://www.airbnb.com/users/show/3675629,Patricia (Pâté),2012-09-25,"Mexico City, Mexico","I’m an interior designer with a great joy for styling. My mission is to provide space comfort to make you feel home.
We have different Pate Urban Flats to fit your needs.
Click our Pate icon to see our listings and enjoy the experience!!
",within an hour,100%,96%,,https://a0.muscache.com/im/pictures/user/User-3675629/original/9cda42ee-daa2-4912-8abe-c9ab6c7978eb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3675629/original/9cda42ee-daa2-4912-8abe-c9ab6c7978eb.jpeg?aki_policy=profile_x_medium,Polanco,6,8,"['email', 'phone']",t,t,"Mexico City, Mexico",Miguel Hidalgo,,19.43573,-99.18955,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""30 inch HDTV with Netflix"", ""Heating"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Lockbox"", ""Cleaning products"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Crib"", ""Toaster"", ""Stainless steel electric stove"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mini fridge"", ""Pets allowed""]","$1,398.00",3,730,3,3,1125,1125,3.0,1125.0,,t,0,1,31,306,2025-09-28,89,2,0,36,1,12,16776,2014-09-06,2025-04-17,4.76,4.83,4.85,4.91,4.96,4.89,4.66,,f,4,4,0,0,0.66
2112138,https://www.airbnb.com/rooms/2112138,20250927041820,2025-09-28,city scrape,COYOACAN NICE ♥ FLAT !!,"This 34m2 flat is adjacent to the owner's home. It is a fantastic choice. PERFECT location!<br /><br />It's charming and comfortable for one or two persons on the first floor. Only for short term stays we provide coffee/tea. There is a rectangular table and chairs for you to have your breakfast, lunch or dinner. <br />Bedroom area - Queen bed, comfy pull-out couch. Sheets, pillows, soap and towels are provided. For longer stays we arrange for a cleaner","Located in Coyoacan, in a quiet neighborhood with colonial mansions, art galleries, museums, shops and restaurants surrounding charming squares. Near Frida Kahlo Museum and Leon trostky House, 10 minute walk.<br />",https://a0.muscache.com/pictures/30272885/81600787_original.jpg,16840050,https://www.airbnb.com/users/show/16840050,Mónica,2014-06-16,"Mexico City, Mexico","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/635c8ec3-e3c1-49e4-ad08-61aca30c2286.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/635c8ec3-e3c1-49e4-ad08-61aca30c2286.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Coyoacán,,19.35284,-99.1695,Entire guest suite,Entire home/apt,2,1.0,1 bath,1,2,"[""Private entrance"", ""HDTV"", ""Dining table"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Mosquito net"", ""Books and reading material"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Host greets you"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Free street parking"", ""Portable heater"", ""Luggage dropoff allowed"", ""Shared backyard"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Outdoor shower"", ""Dishes and silverware"", ""Shared patio or balcony""]",$792.00,3,90,3,3,90,90,3.0,90.0,,t,0,21,51,326,2025-09-28,37,0,0,56,0,0,0,2014-01-14,2019-12-19,4.58,4.72,4.67,4.81,4.81,4.86,4.44,,f,2,2,0,0,0.26
2117709,https://www.airbnb.com/rooms/2117709,20250927041820,2025-09-27,city scrape,Nice and luminous apartment in Coyoacan,"Beautiful apartment at 8 minutes walk from Coyoacán town, where Frida Khalo lived and worked. Independent entrance, first flor studio with fully equipped kitchenet, one bedroom (queen bed) and bath. Cable TV, Internet, electricity, water & gas, all included. Once a week cleaning. Minimal decoration, typical neighborhood, organic markets, close to UNAM, cafes, museums, well communicated. Coyoacan is one of the safest area in Mexico City. No parking.",,https://a0.muscache.com/pictures/ec5bea30-5084-4842-81c2-3203b55b8ecd.jpg,4079778,https://www.airbnb.com/users/show/4079778,Rosa Maria,2012-11-06,"Mexico City, Mexico",My name is Rosa María. I am journalist and writer. It is for me very pleasure receive people from all the continents. I always have good experiencie with them. ,within an hour,100%,0%,f,https://a0.muscache.com/im/users/4079778/profile_pic/1352253312/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4079778/profile_pic/1352253312/original.jpg?aki_policy=profile_x_medium,,4,6,"['email', 'phone']",t,t,,Coyoacán,,19.34219,-99.15952,Entire loft,Entire home/apt,2,1.0,1 bath,1,1,"[""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Kitchen"", ""Cleaning products"", ""Host greets you"", ""Free street parking"", ""Luggage dropoff allowed"", ""Stainless steel stove"", ""Clothing storage"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Smoking allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics""]",$626.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,30,60,90,365,2025-09-27,9,0,0,96,0,0,0,2014-03-17,2021-11-03,4.89,4.89,4.78,5.0,5.0,5.0,4.78,,f,2,2,0,0,0.06
2118573,https://www.airbnb.com/rooms/2118573,20250927041820,2025-09-27,city scrape,Casa Kansas Pb 3B/3B WTC,"The flat will give you the chance to live Mexico City like a local.<br /><br />3 bedrooms (2 Double, 1 bunkbed with 2 singles) with ensuite bathroom . Fully equipped kitchen, broadband internet, cable tv, washer and dryer, coffee machine with complimentary coffee, and fresh towels and linens. Parking available upon request.<br /><br />The apartment is in Colonia Nápoles, a few blocks from the WTC.  Walk to restaurants, parks, cinemas, supermarkets, and shopping centers. Turibus and Metrobus stations are nearby.","The apartment is in the fashionable and quiet Colonia Nápoles neighborhood in Central Mexico City, a few blocks from the World Trade Center. Walk to restaurants, parks, cinemas, supermarkets, and shopping centers. Two Turibus stations are nearby.",https://a0.muscache.com/pictures/6318f749-8507-4ea5-99e7-a9316886f6ae.jpg,10802698,https://www.airbnb.com/users/show/10802698,Hector Alexis,2013-12-25,"Mexico City, Mexico",Always looking forward to meeting new people and travelling around the world.,within an hour,100%,98%,t,https://a0.muscache.com/im/users/10802698/profile_pic/1390116423/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10802698/profile_pic/1390116423/original.jpg?aki_policy=profile_x_medium,Nápoles,4,5,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Benito Juárez,,19.38777,-99.17532,Entire rental unit,Entire home/apt,6,3.0,3 baths,3,4,"[""Pack \u2019n play/Travel crib"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Dishwasher"", ""Body soap"", ""Kitchen"", ""Free parking on premises"", ""Host greets you"", ""Fire pit"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Iron"", ""Single level home"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""HDTV with standard cable, Netflix"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Crib"", ""Long term stays allowed"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Outdoor playground"", ""Fire extinguisher"", ""Mabe gas stove""]","$1,901.00",2,60,2,2,1125,1125,2.0,1125.0,,t,17,38,68,68,2025-09-27,261,26,2,68,12,156,296556,2014-01-31,2025-09-16,4.92,4.92,4.89,4.92,4.94,4.87,4.94,,f,4,4,0,0,1.84
2127400,https://www.airbnb.com/rooms/2127400,20250927041820,2025-09-28,city scrape,Stay like a local in Roma Norte,"Our beautiful century-old house is perfectly situated for exploring the city: we're half a block from Metro Insurgentes, there is a bike share station across the street, and Ubers usually arrive within minutes. Super comfy bed, private balcony and bath. We love sharing our home with guests and helping guide them to the best spots in the Mexico City.","_________________________<br /><br />Roma Norte, as you've probably already read, is full of cafes, galleries, quaint parks, etc. It's safe and beautiful. Our neighborhood was built by the aristocracy of Mexico City in the late 1800s / early 1900s, and the colonial architecture remains. Roma suffered quite a bit of damage following the earthquake of 1985 (as well as in 2018), but in the past decade has seen a rapid revitalization and the opening of many of the city's best restaurants and galleries. We're just a quick walk from Condesa, another beautiful neighborhood with lots to see and do. Colonia Juarez is also up-and-coming, and just 3 blocks away.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjEyNzQwMA==/original/5b25cb21-4cc7-4196-ba56-d83b3196675d.jpeg,350668,https://www.airbnb.com/users/show/350668,Blair,2011-01-17,"Mexico City, Mexico","I am a graphic designer from southern Virginia who somehow found my way to Mexico City. My husband Jorge and I love to travel, and we enjoy meeting new people from around the world. I'm a little food-obsessed, and he's a little art / culture-obsessed, so I think we're a good pair to host visitors to this dynamic city.",within a few hours,80%,81%,t,https://a0.muscache.com/im/users/350668/profile_pic/1407714362/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/350668/profile_pic/1407714362/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.4191,-99.15904,Private room in townhouse,Private room,2,1.5,1.5 baths,1,1,"[""Room-darkening shades"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Body soap"", ""Kitchen"", ""Host greets you"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Conditioner""]","$2,107.00",2,7,2,2,7,7,2.0,7.0,,t,1,2,3,3,2025-09-28,172,11,1,3,6,66,139062,2014-01-22,2025-09-20,4.98,4.94,4.97,4.98,4.97,4.96,4.95,,f,1,0,1,0,1.21
